 5.06017459e+00, 4.30423441e+00, 7.35509394e-01
 5.33915671e+00, 4.14720765e+00, 5.10955579e-01
 5.97932132e+00, 3.25105452e+00, 4.63651284e-01
 6.88436723e+00, 2.15054848e+00, 6.97052849e-01
 5.66920379e+00, 3.39183448e+00, 2.65075457e-01
 5.61590586e+00, 4.17858336e+00, 5.94230180e-01
 7.79824592e+00, 4.96445510e+00, 5.72995557e-01
 7.17692311e+00, 3.93893263e+00, 4.49013023e-01
 7.51054303e+00, 4.37429555e+00, 7.41134834e-01
 7.84687657e+00, 2.94907500e+00, 4.00961287e-01
 6.43423563e+00, 2.70128482e+00, 5.43149715e-01
 7.14101621e+00, 3.98815465e+00, 5.06660533e-01
 7.52099442e+00, 2.27460120e+00, 5.07877100e-01
 7.99954809e+00, 3.70850080e+00, 2.29770568e-01
 5.18234502e+00, 4.81400539e+00, 3.73240613e-01
 7.62422811e+00, 3.26622501e+00, 3.06856084e-01
 6.05662190e+00, 4.13775002e+00, 6.66441102e-02
 5.22545386e+00, 3.90773019e+00, 2.02893904e-01
 5.56788521e+00, 4.07593626e+00, 4.47796941e-01
 7.14781008e+00, 2.16164184e+00, 7.43910017e-01
 7.17439914e+00, 3.12227844e+00, 3.89283805e-01
 5.96267962e+00, 3.18025564e+00, 2.99799532e-01
 6.65200725e+00, 2.31183373e+00, 1.14733273e-01
 5.83860397e+00, 4.46545038e+00, 9.08716384e-01
 6.81000149e+00, 2.15865772e+00, 3.15652697e-01
 7.34616888e+00, 2.37208329e+00, 6.49069773e-01
 6.45585100e+00, 2.58273256e+00, 1.26268222e-01
 7.04130186e+00, 4.08095537e+00, 9.37340431e-01
 6.86135047e+00, 4.24021174e+00, 2.05619869e-01
 7.14435289e+00, 3.24526686e+00, 4.33523312e-01
 5.16080605e+00, 3.52474494e+00, 2.89094286e-01
 7.91517926e+00, 3.72049324e+00, 5.05086388e-01
 6.45935260e+00, 4.56193193e+00, 8.37682104e-01
 7.80143451e+00, 3.47286649e+00, 6.22587145e-01
 7.68556562e+00, 2.68105501e+00, 2.86360487e-01
 7.72558971e+00, 4.24693467e+00, 7.13026263e-01
 7.38679033e+00, 3.35059279e+00, 8.89817558e-01
 7.66900155e+00, 4.84426648e+00, 4.05486755e-01
 7.66064895e+00, 4.06029556e+00, 6.70907368e-01
 5.05415667e+00, 2.13510432e+00, 3.48004825e-01
 7.80576066e+00, 2.39600642e+00, 9.29182029e-01
