 6.64604608e+00, 5.73775870e+00
 6.84622787e+00, 5.98481857e+00
 6.40504875e+00, 5.47263848e+00
 5.31766445e+00, 5.82466588e+00
 6.12165344e+00, 5.45223405e+00
 5.02731819e+00, 5.29435941e+00
 5.21686034e+00, 5.62008423e+00
 6.70500317e+00, 5.36458677e+00
 5.84847488e+00, 6.61099933e+00
 5.19371555e+00, 6.33252185e+00
 5.77157146e+00, 6.65721730e+00
 5.76864904e+00, 6.06525641e+00
 6.12232059e+00, 5.78438485e+00
 5.67738991e+00, 6.08047965e+00
 5.78309461e+00, 6.77367529e+00
 5.35612815e+00, 6.83823903e+00
 6.07758628e+00, 5.23502261e+00
 5.25188736e+00, 6.14926488e+00
 6.76657556e+00, 5.92514086e+00
 5.83185638e+00, 6.07320787e+00
 5.49721402e+00, 5.02213983e+00
 5.24034378e+00, 6.59946964e+00
 5.57182867e+00, 5.59519828e+00
 5.36365471e+00, 6.34675744e+00
 6.10312068e+00, 5.14224724e+00
 5.48028977e+00, 6.03349485e+00
 5.46088170e+00, 6.17500648e+00
 5.53258755e+00, 6.72148093e+00
 5.91557039e+00, 6.25052737e+00
 5.78748390e+00, 6.95696628e+00
 5.05751034e+00, 6.78970733e+00
 6.87460529e+00, 5.31530722e+00
 6.91657521e+00, 6.29531035e+00
 6.84569957e+00, 6.96931614e+00
 6.67967108e+00, 5.07369033e+00
 6.19430271e+00, 5.35412299e+00
 5.82961228e+00, 6.24682957e+00
 5.10603455e+00, 6.84862902e+00
 5.33884791e+00, 5.12746474e+00
 5.90307828e+00, 6.50244398e+00
 6.24193046e+00, 6.63215830e+00
 6.37345285e+00, 5.87382515e+00
 6.03046722e+00, 6.00911795e+00
 6.52924945e+00, 6.43529996e+00
 6.72683665e+00, 6.05304919e+00
 6.09303746e+00, 5.44985590e+00
 6.58681341e+00, 6.03702455e+00
 6.01683278e+00, 6.39058690e+00
 6.22074835e+00, 5.51834127e+00
 6.43165826e+00, 6.43137000e+00
 5.28103715e+00, 6.50535294e+00
 6.22220792e+00, 5.74141248e+00
 5.81352696e+00, 5.14400262e+00
 5.31414875e+00, 6.01831308e+00
 5.72044574e+00, 6.29311359e+00
 6.41182212e+00, 6.56486724e+00
 5.48705877e+00, 6.68659545e+00
 5.08789240e+00, 6.62314447e+00
 6.53509265e+00, 6.13738548e+00
 5.51248038e+00, 6.08586010e+00
 6.44789988e+00, 6.37315822e+00
 5.02278099e+00, 5.95352485e+00
 6.32682572e+00, 5.75317424e+00
 5.07902343e+00, 5.09796262e+00
 6.46994122e+00, 5.10697539e+00
 5.10830771e+00, 6.34090153e+00
 6.52020766e+00, 5.36008132e+00
 6.56942099e+00, 5.42207695e+00
 6.53089797e+00, 6.94209837e+00
 6.99000519e+00, 6.28924508e+00
 6.77927994e+00, 5.97521590e+00
 5.09856110e+00, 6.51883584e+00
 5.04212806e+00, 5.90946831e+00
 6.68961402e+00, 6.25644527e+00
 6.57876949e+00, 5.02417493e+00
 5.27243486e+00, 6.65098836e+00
 6.54109119e+00, 6.61587779e+00
 6.80394730e+00, 5.87076881e+00
 5.14693820e+00, 5.78386976e+00
 5.93026295e+00, 6.10167326e+00
 6.30525698e+00, 5.11474592e+00
 6.05033808e+00, 6.28592413e+00
 6.52683685e+00, 6.23956616e+00
 5.69328163e+00, 6.40146283e+00
 5.64477839e+00, 5.14666964e+00
 6.33455711e+00, 5.46482884e+00
 6.94947959e+00, 5.77808442e+00
 6.78090303e+00, 5.91719378e+00
 6.54413643e+00, 5.61594931e+00
 5.35327031e+00, 6.09053471e+00
 6.61464925e+00, 5.66275882e+00
 5.84705223e+00, 5.34386572e+00
 5.45466601e+00, 6.73744311e+00
 6.59312445e+00, 6.96205429e+00
 5.95709439e+00, 5.04833124e+00
 5.58872394e+00, 6.52392055e+00
 6.49923003e+00, 6.20102222e+00
 6.89502097e+00, 5.38867514e+00
 5.25959823e+00, 5.76348518e+00
 6.23990278e+00, 6.05708073e+00
 6.78912499e+00, 6.58844337e+00
 5.35945653e+00, 5.45871939e+00
 6.15602758e+00, 5.80449240e+00
 6.54660891e+00, 5.56096302e+00
 5.12199316e+00, 5.97178939e+00
 6.06541526e+00, 6.79724271e+00
 6.79764111e+00, 5.92239242e+00
 5.82058358e+00, 5.86831489e+00
 6.62551271e+00, 6.46390721e+00
 6.49013317e+00, 5.16276840e+00
 6.96410271e+00, 5.98870371e+00
 6.75223853e+00, 6.02453880e+00
 6.10571628e+00, 6.97433322e+00
 6.85923073e+00, 6.42831872e+00
 5.29426250e+00, 5.85168967e+00
 5.33454665e+00, 5.75460437e+00
 5.24691891e+00, 5.47479996e+00
 5.54415913e+00, 5.13150503e+00
