 6.20897702e+00, 5.04360095e+00
 5.37609774e+00, 6.81135683e+00
 6.95550317e+00, 5.32666852e+00
 6.48618349e+00, 5.35738795e+00
 5.88849283e+00, 5.41421550e+00
 5.26751416e+00, 6.73307602e+00
 5.74085530e+00, 5.52300763e+00
 6.28802595e+00, 6.31789139e+00
 6.86337389e+00, 5.60510548e+00
 6.81709384e+00, 6.26484831e+00
 5.21379319e+00, 5.33580533e+00
 6.33163458e+00, 5.86772116e+00
 5.60890974e+00, 6.31575341e+00
 6.61162313e+00, 6.10359963e+00
 6.21243826e+00, 5.59832524e+00
 5.32964527e+00, 5.42550182e+00
 5.22016898e+00, 6.83769347e+00
 6.62335772e+00, 5.23366504e+00
 6.29249179e+00, 5.63587924e+00
 6.10148528e+00, 5.12631083e+00
 6.60415202e+00, 5.10458360e+00
 5.95603321e+00, 6.75370242e+00
 6.86776931e+00, 6.38086024e+00
 6.88498211e+00, 5.05987921e+00
 6.26194874e+00, 6.56600131e+00
 6.49042539e+00, 6.27519809e+00
 6.49908737e+00, 5.25838948e+00
 6.30501167e+00, 6.62807214e+00
 6.01973643e+00, 5.86102836e+00
 6.97021854e+00, 6.67599505e+00
 6.67924917e+00, 5.47872230e+00
 6.56901538e+00, 5.87878441e+00
 5.80485323e+00, 5.58076792e+00
 5.58046107e+00, 5.50618569e+00
 5.08477407e+00, 5.49612235e+00
 5.03008386e+00, 5.95841865e+00
 6.66334557e+00, 5.72912959e+00
 6.74563792e+00, 6.45536396e+00
 5.51167255e+00, 6.47823044e+00
 5.65288579e+00, 5.17008325e+00
 6.52322999e+00, 5.92319103e+00
 5.79029255e+00, 6.01076456e+00
 5.41453934e+00, 6.22877462e+00
 6.56090953e+00, 5.75324694e+00
 6.98369083e+00, 5.64936005e+00
 5.37111601e+00, 6.71413233e+00
 6.22060114e+00, 6.62195114e+00
 5.26027034e+00, 5.07657860e+00
 6.96002702e+00, 5.36350934e+00
 6.06924258e+00, 5.70053121e+00
 6.16828507e+00, 6.39545942e+00
 6.51103172e+00, 6.70239231e+00
 5.52053252e+00, 6.54428374e+00
 6.41402643e+00, 6.78754727e+00
 6.08471587e+00, 6.55237131e+00
 5.95442445e+00, 6.63734423e+00
 5.29244204e+00, 5.79357233e+00
 5.90401621e+00, 6.45191654e+00
 6.09177566e+00, 5.14769695e+00
 5.46896203e+00, 5.94450106e+00
 6.67195462e+00, 5.07585229e+00
 5.46193561e+00, 6.27818150e+00
 6.00785842e+00, 6.22107045e+00
 6.25368010e+00, 6.16149934e+00
 6.95781776e+00, 5.06291112e+00
 6.58871827e+00, 6.10586353e+00
 6.64905254e+00, 5.57608535e+00
 5.97746704e+00, 5.89381686e+00
 5.19068880e+00, 6.70673123e+00
 6.83621176e+00, 5.96284450e+00
 6.63969900e+00, 6.99092434e+00
 5.61104560e+00, 6.93451273e+00
 5.44521910e+00, 6.79554131e+00
 6.20083345e+00, 6.71927211e+00
 5.84281443e+00, 6.50099190e+00
 5.11826843e+00, 6.64043990e+00
 6.90326619e+00, 6.66512368e+00
 6.01605123e+00, 6.35395957e+00
 5.06518745e+00, 5.34732599e+00
 6.30797375e+00, 5.71284266e+00
 5.38914941e+00, 5.75667856e+00
 6.05537705e+00, 5.34163908e+00
 5.17932930e+00, 6.23890527e+00
 5.16209552e+00, 5.86222218e+00
 6.97499388e+00, 5.58856066e+00
 6.91242312e+00, 5.30782239e+00
 5.05802143e+00, 6.00291355e+00
 6.11774548e+00, 6.37204150e+00
 5.77470179e+00, 5.10325586e+00
 6.51245690e+00, 5.12230914e+00
