 5.51188610e+01, 9.06988786e+01, 2.65048817e+01, 6.17155419e+00, 2.43867705e+00,       00000002, 2.12692944e+00
 4.74627313e+01, 1.63169161e+02, 1.85576826e+02, 6.15677647e+00, 2.43867705e+00, 2.65775362e+00, 2.15005554e+00
 5.55204607e+01, 1.65536731e+02, 7.46262505e+01, 6.15677647e+00, 2.43867705e+00, 2.65775362e+00, 2.26610565e+00
 5.66146932e+01, 1.58585692e+01, 1.35900587e+02, 6.15677647e+00, 2.98086651e+00, 3.47869631e+00, 3.36480038e+00
 5.87346554e+01, 1.45699343e+02, 1.84956612e+02, 6.55450902e+00, 3.92970195e+00, 3.52044306e+00, 3.36480038e+00
 5.31885296e+01, 1.29037353e+02, 1.48959112e+02, 5.82991880e+00, 3.26471161e+00, 3.52044306e+00, 3.36480038e+00
 6.00140130e+01, 1.53682988e+02, 1.06180303e+02, 5.82991880e+00, 3.84182069e+00, 4.11082893e+00, 3.33174878e+00
 5.20129464e+01, 3.87494878e+01, 1.66214402e+02, 5.82991880e+00, 3.84182069e+00, 4.11082893e+00, 4.12746391e+00
 5.78796925e+01, 1.75776974e+02, 1.41887867e+02, 6.12859320e+00, 3.56088454e+00, 4.11082893e+00, 4.81242086e+00
 6.38933646e+01, 1.66661512e+02, 1.48206364e+02, 6.12859320e+00, 3.20642249e+00, 4.59882468e+00, 4.92198971e+00
 5.51360080e+01, 1.11051852e+02, 1.79482768e+02, 7.28939123e+00, 3.79888611e+00, 5.06402000e+00, 5.47848980e+00
 5.51360080e+01, 1.33599161e+01, 1.80247518e+02, 8.41979572e+00, 3.79888611e+00, 5.06402000e+00, 5.35095844e+00
 5.33581354e+01, 1.35378707e+02, 3.79108398e+01, 9.17416890e+00, 3.94157127e+00, 5.39545681e+00, 5.35095844e+00
 5.58501837e+01, 1.58691796e+02, 4.09467439e+01, 9.12450226e+00, 3.82592615e+00, 5.39545681e+00, 5.35095844e+00
 5.58501837e+01, 7.55844263e+01, 5.67688098e+01, 9.12450226e+00, 3.92588514e+00, 5.72303609e+00, 5.35095844e+00
 5.58501837e+01, 8.82672895e+01, 3.74441535e+01, 9.69737870e+00, 3.92588514e+00, 5.72303609e+00, 4.40532312e+00
 5.62943792e+01, 4.94367660e+01, 7.97764935e+01, 9.34995266e+00, 4.07043002e+00, 6.12103251e+00, 5.09659263e+00
 5.74520141e+01, 1.49637663e+01, 1.15548096e+02, 9.26943476e+00, 3.92973712e+00, 6.12103251e+00, 4.78268326e+00
 5.53191583e+01, 1.50201063e+02, 1.56804129e+02, 9.26943476e+00, 4.63471199e+00, 6.12103251e+00, 5.69833295e+00
 5.53191583e+01, 9.55051376e+01, 8.30537078e+00, 9.26943476e+00, 4.63471199e+00, 6.68608086e+00, 6.15244306e+00
 5.53191583e+01, 1.44825258e+01, 1.74002839e+02, 9.26943476e+00, 4.63471199e+00, 6.84919897e+00, 6.29932843e+00
 5.53191583e+01, 5.79105667e+01, 1.52820596e+02, 9.54828145e+00, 4.68289455e+00, 6.84919897e+00, 6.29932843e+00
 5.53191583e+01, 1.54907147e+02, 2.09772943e+01, 9.54828145e+00, 5.31673191e+00, 6.84919897e+00, 6.29932843e+00
 5.26833476e+01, 3.12095494e+01, 3.52242792e+01, 8.16268255e+00, 5.33055589e+00, 7.37873693e+00, 5.79022030e+00
 5.25137827e+01, 1.90869701e-01, 1.96784434e+02, 8.68062436e+00, 5.05277662e+00, 6.66479534e+00, 5.79022030e+00
 5.25137827e+01, 1.50007935e+02, 5.00929971e+01, 9.62607981e+00, 5.05277662e+00, 6.56960775e+00, 5.79022030e+00
 4.90566939e+01, 1.17934598e+02, 1.22132318e+02, 9.62607981e+00, 5.29885815e+00, 6.56960775e+00, 5.79022030e+00
 4.70760892e+01, 7.87715384e+01, 1.11972977e+02, 8.91922055e+00, 4.62650562e+00, 6.56960775e+00, 5.79022030e+00
 4.70760892e+01, 1.28074531e+02, 6.68639941e+00, 8.91922055e+00, 3.98122311e+00, 6.27813473e+00, 5.13967059e+00
 4.70760892e+01, 1.13977034e+02, 7.17672350e+01, 8.91922055e+00, 3.98122311e+00, 6.74385123e+00, 5.13967059e+00
 4.70760892e+01, 6.86865614e+01, 7.51142177e+01, 8.91922055e+00, 4.13337230e+00, 6.74385123e+00, 5.13967059e+00
 4.42614973e+01, 1.04371930e+02, 2.31588530e+01, 8.91922055e+00, 4.13337230e+00, 6.71763092e+00, 5.80553163e+00
 4.42614973e+01, 1.52945422e+02, 1.36369284e+02, 8.91922055e+00, 3.91208146e+00, 6.71763092e+00, 5.80553163e+00
 3.81390567e+01, 2.69966600e+01, 1.41128653e+02, 8.91922055e+00, 3.91208146e+00, 6.71763092e+00, 6.74587843e+00
 2.96248384e+01, 1.22879046e+02, 1.02514838e+02, 8.79562752e+00, 4.02311009e+00, 7.29054484e+00, 7.36292737e+00
 2.96248384e+01, 1.61951619e+02, 2.27113454e+01, 8.90446091e+00, 4.02311009e+00, 6.54840643e+00, 7.16236158e+00
 2.18735454e+01, 4.71229352e+01, 1.11107864e+02, 8.69445014e+00, 4.02311009e+00, 6.27993941e+00, 5.81356429e+00
 2.18735454e+01, 1.76135949e+02, 1.93268184e+01, 8.62780159e+00, 4.03281110e+00, 6.27993941e+00, 5.81356429e+00
 2.18735454e+01, 5.55011082e+01, 1.90574068e+02, 8.62780159e+00, 4.22252827e+00, 6.27993941e+00, 5.81356429e+00
 1.51122803e+01, 1.43263544e+02, 7.55445065e+01, 7.87391818e+00, 4.22252827e+00, 6.27993941e+00, 5.81356429e+00
 1.51122803e+01, 1.23291156e+02, 3.72789410e+01, 7.87391818e+00, 4.05134930e+00, 6.27993941e+00, 5.25148518e+00
 1.89832225e+01, 4.24381370e+01, 1.31107329e+02, 7.87391818e+00, 4.01560676e+00, 6.97414342e+00, 5.25148518e+00
 1.26484085e+01, 1.40752781e+02, 1.30706881e+02, 7.87391818e+00, 4.35855113e+00, 6.87151824e+00, 5.25148518e+00
 1.26484085e+01, 1.68576042e+02, 2.47694282e+01, 7.87391818e+00, 4.35038807e+00, 6.87151824e+00, 5.25148518e+00
 9.62640572e+00, 9.01998457e+01, 9.19597269e+01, 7.87391818e+00, 4.35038807e+00, 6.87151824e+00, 6.41350855e+00
 1.20920655e+01, 1.04032767e+02, 1.20651483e+02, 7.87391818e+00, 3.42015370e+00, 6.04563046e+00, 6.40558158e+00
 1.50873981e+01, 1.63633511e+02, 1.69136721e+02, 7.87391818e+00, 3.33863089e+00, 6.13615930e+00, 6.40558158e+00
 6.55848991e+00, 1.42175222e+02, 2.64295516e+01, 7.46149177e+00, 3.33863089e+00, 6.13615930e+00, 7.19163281e+00
 6.55848991e+00, 1.44544932e+02, 3.80433430e+01, 6.61406461e+00, 3.33863089e+00, 5.78753753e+00, 5.71908236e+00
