mean_incubation,std_incubation,percent,prior_size,true_size,date_until,max_time_span,num_infer_incubation,mode_add_size,add_size_50,add_size_2_5,add_size_97_5,mean_incubation_50,mean_incubation_2_5,mean_incubation_97_5,std_incubation_50,std_incubation_2_5,std_incubation_97_5
12.8229961,3.12185621,0.226860323,50,30,11.0193494150653,19,7,29,31.4348390937783,10.9210395953899,84.5892028939472,13.484085237262,12.7883416186606,14.28154121495,2.81266739348403,2.25090916458293,3.48376636598238
14.8764901,3.22127261,0.290643114,50,30,13.2241128346366,23,9,21,23.963407574974,7.23640570740499,49.7461516440147,15.1633790877209,14.4543287481111,15.8852099501225,3.0694318596064,2.54451733979118,3.82270083060066
4.51277259,9.55159757,0.319939381,50,30,2.03183256772665,23,10,12,20.2600625038033,5.40403583643995,63.016427633242,5.64244046141981,3.64772641531905,8.14126380739965,8.45533778763249,4.21774512125233,16.3390109312438
10.9856404,6.81565915,0.907717261,50,30,17.5612577807271,19,28,2,3.1084851821101,0.281770909462826,8.95117340266755,10.655701105529,9.13770112888985,12.137567120453,6.28206305188343,4.69411569191465,8.21536940314098
10.2890706,9.26118162,0.821959451,50,30,11.5195970237454,39,25,6,8.16716346610739,2.57553867322227,17.6158577821655,9.31058524405874,8.03200502764868,10.8595598755463,8.83089313006051,6.70947841265302,10.961928455061
4.33259326,2.79348448,0.310068925,50,30,2.62276103336192,19,10,34,47.8044503702547,15.4758402687196,105.838646713386,4.53906269372716,4.01277506302488,5.07488945186309,2.30135331547964,1.72022269077046,2.95291591449356
11.6210911,7.43749492,0.945946586,50,30,34.896344228668,36,29,1,0.596910409972421,0.0389172063850437,1.92275439295043,10.1009407644463,8.70011964464121,11.4349547916908,6.67998377034242,5.57355490391982,8.00471699303642
12.4798314,2.86910242,0.185901841,50,30,10.2455015254131,22,6,12,15.3905415971242,3.74973240817784,40.6614678999477,11.5511080987517,10.9190844499712,12.1495204963362,2.22351532180283,1.83541952595803,2.609529817186
4.02093701,8.37774581,0.858028783,50,30,7.1091237325066,33,26,5,6.25618553260366,1.27184192681665,14.5221695304897,6.41448257822216,4.42511404082468,8.26805804809905,17.3726925805367,10.5517898385208,26.3005588981507
13.9006644,5.21168593,0.72952002,50,30,15.2240869453397,32,22,11,11.2059130699272,3.41585784797395,22.3020230413175,14.1152993784263,12.7385356552521,15.3184409512073,5.58030251142563,4.38356518580877,6.60134395902913
14.6518247,4.49014734,0.624906244,50,30,14.9917813480095,26,19,10,11.2605256912062,4.14645401854098,22.2978172247688,14.2348051360909,13.0270679780242,15.3348874591071,4.11958562361201,3.48352443102888,4.87587428594018
14.2572628,1.13175832,0.0840702678,50,30,12.1398567426091,17,3,87,97.8340964715598,4.7263494838726,196.370250959267,36.1636334745288,23.0003481432585,49.4922104934296,27.2552358740369,16.2735865841461,39.0825792281348
13.7362826,9.67445533,0.450156478,50,30,9.97140619388121,24,14,13,16.0148049087163,6.15475845662179,35.4516678427014,13.2687662117632,11.3359446297669,15.2998448724282,9.34917505880389,6.56656852903181,12.2243342471059
7.82618255,4.33515839,0.393830448,50,30,6.3391552650121,22,12,12,16.1296811728806,5.16550038207214,39.446048132733,7.69681666496197,6.77938636422252,8.79213120933059,3.90111026068602,3.0982292771228,4.73557864383154
4.77325343,7.6545206,0.88160175,50,30,14.9884660516381,57,27,1,0.768884431905082,0.024587809650205,2.88214758671222,4.26720212843708,3.60030748031364,4.89145868757215,4.43337063088284,3.49874829865869,5.5934431813673
11.6910423,9.6206151,0.34865763,50,30,5.64451751234994,30,11,26,35.3014109099171,11.0032141771106,83.8238774455536,12.4549339211421,10.1191442255027,14.9728932607798,10.845281026266,7.3192253652652,14.3912321628538
6.34426548,8.30491976,0.261627587,50,30,3.51716374101786,53,8,20,32.3581926936693,6.85129021162211,132.316962143276,9.67874273151494,6.65088910304531,12.2973156523434,9.59983398642223,4.91262382229182,17.2319321646922
6.20512225,1.30735592,0.395317151,50,30,5.77112243323941,9,12,31,27.7684047341088,8.16982476529097,55.2748188139616,6.35768457666452,6.05492374925974,6.63704389650824,1.10388130726905,0.867064831251516,1.34633921412091
11.2643297,4.66662675,0.135724853,50,30,6.63620255697466,26,5,36,64.2456144565772,15.2301871216909,181.703773768114,11.7692762344353,10.6305274841381,12.9418539365833,4.36449009485205,3.39659485638694,5.47163539692513
5.07184922,5.43510143,0.820255839,50,30,7.64058901868504,16,25,5,7.6110908937221,1.67087246287263,16.879149874852,5.98430307346116,4.87447125270034,6.99298405256583,5.93821741095058,4.03787357936678,8.86190202601326
12.5739598,9.95276684,0.900714706,50,30,23.131996035296,30,28,4,4.43539762876903,0.55272075583727,11.0024194113128,14.0854688544042,11.7318767673195,16.5333183071748,12.676078479058,9.04658638747091,16.1150417901544
3.54852857,4.39833135,0.237135346,50,30,1.02151506002112,12,8,25,40.2499605735028,9.72076752322272,144.617548045171,3.36929089184419,2.61081647804715,3.90464282626491,3.58424513602686,2.50217423027567,4.80084481185611
13.5222477,6.91415426,0.362353117,50,30,10.0043852879277,33,11,16,19.3166513224266,6.05946192694778,37.2562193336851,12.5144160866774,11.2879903180396,13.7788224293816,5.40139162127181,4.7344492320328,6.37592893899842
3.69273804,8.55613026,0.875327184,50,30,8.72469453991062,18,27,2,2.64842151808144,0.221444662169444,8.24652889265709,4.33895197570481,2.62642131444532,6.36290063350629,10.1536122049046,4.12554449397086,19.9995705106898
13.7452913,2.18843408,0.137903123,50,30,11.3557650670539,18,5,32,47.1479616755302,11.8396313772272,132.3443916798,13.9036174844178,13.1819180625444,14.4153597417426,2.19929903656749,1.8089394207698,2.56106776653768
9.70266377,6.46142858,0.283249041,50,30,5.82983056995589,34,9,18,28.2757523719924,9.69497099746749,122.790242931295,10.7356473187623,9.11076552391642,12.5811321851556,7.21985725963488,5.64906540218092,8.98265449492165
6.76215317,5.17391593,0.40669273,50,30,4.62199657085458,34,13,24,27.470445327065,10.6078751633882,58.872169043546,7.59902776419371,6.43795494853385,8.85484957102286,5.2560312061262,3.78508474062828,6.96342458879077
4.62485411,4.70615981,0.24362946,50,30,1.77294953716332,17,8,26,32.8955350849629,8.28611752482824,98.3337273897403,4.44289920242757,3.279582767042,5.56322139186094,3.99069454142247,2.83637812228139,5.38631987163889
6.47519436,9.42484589,0.321216385,50,30,2.18102112222573,32,10,20,20.7673077487857,6.98942593396141,52.0278450947116,5.53672989897636,4.16412602748068,6.73412026414232,7.04223216547523,4.96925088274318,9.95328142335121
10.2382339,8.70865062,0.675046959,50,30,11.316869996515,63,21,14,14.3352595769159,4.92182702819805,33.6028932909143,12.5120767604816,10.1163837884545,14.6859673311014,9.09778871014346,6.48919728951142,12.6691853754446
5.21711412,1.4699007,0.690152479,50,30,6.08657970221451,10,21,4,4.48117354961997,0.494297429546139,12.7360004943623,5.05326465375192,4.78826814743652,5.39895614165208,1.30762639449477,1.08784565324779,1.52670592239042
4.38012934,2.36094126,0.355399265,50,30,2.84893380975206,10,11,33,34.645166342137,13.2901417192709,90.9418899794031,5.01440511553048,4.16322313968669,6.06162687425911,3.16628365617603,2.08287617587787,4.52831454776495
6.96734191,9.74709678,0.793816776,50,30,10.1189517806897,25,24,10,9.11281818974655,2.60244817809722,20.471356027569,10.8350301034997,7.55246503260075,14.8125884574644,21.1759300143463,11.6533325701061,31.6331397959235
5.59239025,4.32122382,0.67284224,50,30,7.9240751817542,26,21,4,4.21262936735672,0.273187082205439,11.4664706380262,5.46315361799336,4.71017701620391,6.23282295884719,4.15673925209181,3.20410650054397,5.27340567331813
3.11791127,1.51091837,0.255671866,50,30,1.71552504915158,7,8,60,93.4589925056357,25.2927455970924,188.964806380972,3.35839527350984,2.84942364463974,3.80570928750002,1.4899025802212,1.03130589124348,1.90334105311157
4.58783888,7.53478698,0.337133363,50,30,1.34099273653904,13,11,61,92.2206728167975,27.4405132976822,184.125923046745,6.3252745411482,4.71944953552771,8.20579669420037,7.71211748460682,4.01889148816035,12.812059594987
6.62342234,1.33640943,0.164808124,50,30,5.45580080079841,10,5,21,28.832739008153,7.87215636981992,136.038284490879,6.69219571382565,6.30108643918585,7.04026793173117,1.26943347445705,0.937425191512153,1.59582390554548
5.70905673,7.52282753,0.654760968,50,30,4.60848358543828,19,20,8,8.12870863853459,2.11578100459356,18.4710383011585,4.24477645285948,3.42766535826909,5.11855341089414,4.42398452699877,3.10677584647236,6.19438494036297
10.7212828,1.37319395,0.881274729,50,30,12.4365171894704,13,27,2,3.20271437813815,0.274154048554729,8.87780599197319,10.659639656184,10.3479665862087,10.9831065214684,1.48028007878218,1.24722915752936,1.77577910957139
14.7750734,3.09822428,0.609110735,50,30,16.3277491548615,21,19,6,7.19088374626137,1.53023468418377,16.2027454209907,14.9098390481457,14.1653951013433,15.5772356536244,2.95028829646104,2.38069878288374,3.61145723149874
9.97941666,7.02034619,0.844136206,50,30,12.3004602271881,22,26,13,14.3916710667308,5.72875768378082,27.6009035007165,12.414472012841,10.1511806369834,14.8436850334056,10.5710073975395,7.35813909221721,14.2943651540223
3.8599291,4.11838816,0.499731831,50,30,2.79907881116478,20,15,8,9.13024440117841,2.87105060326355,19.9543254612851,3.18617905987049,2.59378622087909,3.74690059922459,3.16177458669588,2.19552250031206,4.25448831367943
14.5402431,6.58183154,0.712660728,50,30,14.3266699982098,37,22,12,11.9740226524149,4.27430477415957,24.1920364530896,13.3459355590017,12.3081302536252,14.5050191186259,5.00095720931941,4.10979266450625,5.97319841439973
8.19121902,3.97657368,0.467717877,50,30,8.09329615074516,17,15,8,12.9514150074295,3.01272451214244,26.3652542456997,8.63815732293155,7.65088704202507,9.59522872452362,4.4068596086914,3.58000147785361,5.21590350099958
7.50514749,7.20110782,0.924966737,50,30,20.8399129318884,39,28,1,1.30654260898233,0.0460986561222,4.36219822521158,7.45811155735039,6.13741724457697,8.98879356181776,8.10973610156831,5.61482013838134,10.8539618242629
11.1090203,1.05535815,0.521284378,50,30,11.0665931544861,14,16,16,16.655138988564,6.682823057356,35.5095108443544,11.1300395298057,10.863464169173,11.3690998343619,1.03499194320252,0.830705199331086,1.24363618172682
11.4520524,9.70162222,0.603941871,50,30,10.0799780029057,24,19,12,12.875447021258,4.34953904495687,30.4789782890123,11.596704697726,9.87813121729936,13.7199499441346,11.6672606139626,9.19259046546657,14.9052858807303
8.46117136,6.86980625,0.602834499,50,30,12.036424407981,25,19,2,2.98996380339442,0.27808842021066,8.68550187345818,7.65346577209628,6.30331847902609,8.97589967242726,6.40378542098576,4.86433576930964,8.02503873328351
9.53522983,7.09937185,0.783090177,50,30,11.8705625738839,23,24,7,7.34094163822687,2.09138793193362,15.157818180703,9.58755572413419,8.42791089406915,10.7707246059089,7.24309996359201,6.00762807986137,8.73305213575411
13.7890231,8.04650969,0.625313465,50,30,12.8898872341546,32,19,15,14.8759809694795,4.74611066073852,30.6995776785596,13.9212987020265,11.8996482447688,16.2239215871532,8.6452306777766,6.76896678265325,11.1740674765842
6.9156161,2.10010116,0.311240481,50,30,5.96187410496026,13,10,21,33.337750450331,10.2537330359737,83.1398949127172,7.34576985592257,6.81795201612048,7.8807037245691,1.91117427359744,1.49849088090388,2.37773479820107
11.944732,2.66823458,0.31238851,50,30,10.2407142373737,23,10,33,43.2771047558212,14.8590954479731,124.566918644519,12.464834280965,11.7709937820038,13.159594379245,2.6078656916471,2.1752032508492,3.18625096544559
4.79869586,9.39030783,0.458346615,50,30,1.11048517791309,25,14,25,29.5918070660325,10.2751300150007,72.5961676861977,3.31652600973326,2.47334507190447,4.3488682895144,5.19139414170733,3.16356415782023,7.35674162359707
11.5278066,8.02411781,0.616519186,50,30,12.1874914187148,38,19,6,6.88407016091925,1.1855585744609,14.9487806027224,9.92864049703147,8.59547792533953,11.4568539849023,6.73826773322416,4.80058779820322,8.65360996243871
7.97731763,6.19326894,0.250102754,50,30,3.31746815571831,36,8,42,51.5371773415612,16.209466267546,182.320589363958,7.11391839891662,6.01854614690687,8.41451196905136,4.27840030320221,3.13823074683909,5.68133097043764
10.6960788,8.21619265,0.422486564,50,30,8.54793021491285,30,13,10,12.1821686023165,3.28667730250329,28.6843820367153,11.3866015998376,9.38095717303473,13.9313954933778,10.7421617601568,8.17472299857909,13.6184335502039
7.92923863,8.26645318,0.884341294,50,30,15.2853185098442,31,27,4,3.6221607968997,0.216299786343474,8.67174608000855,8.56007874138527,7.14184735189883,10.4184526427641,8.46426238637006,5.74681157470494,11.6965348564164
3.01952006,3.28360783,0.791619628,50,30,4.62851741398419,10,24,3,3.82951422207367,0.388986132355853,9.85853267836047,2.78873951526832,2.33209710246546,3.26306683287788,2.74676508078422,1.98812507369864,3.68360653785006
12.3312575,2.55504127,0.203698634,50,30,10.9499672195209,20,7,11,15.7999854067742,4.14872421700514,44.5115139885064,12.3558769473065,11.602251550924,13.1432304136295,2.56070441295096,1.8122876979287,3.36015997494579
8.28597685,7.49812718,0.235985005,50,30,3.55024029622426,38,8,36,52.3510924046467,13.8843607131983,152.480989613587,8.24096479452546,6.76991938936523,9.43435074386941,5.56644239319956,3.51869921287116,8.44221130069253
8.07962277,2.63610279,0.568298923,50,30,8.62634372233036,15,18,21,22.5778976402966,9.62227897426968,44.3608863609795,9.46021797773004,8.59106344058785,10.1780073747721,3.13273770455732,2.46158312370515,3.80739793356092
14.169515,1.41913098,0.438018217,50,30,13.8631366192095,18,14,19,20.1724785713567,6.92779888722827,40.0148148973253,14.2210865740429,13.8654479853621,14.5167765231189,1.4068969095633,1.20482042249566,1.62818788635726
12.2595782,9.84653583,0.643759703,50,30,13.455517727382,52,20,10,9.72651464180373,2.57314990430433,19.458167421211,12.8121349060961,10.4438682356201,15.0505792194183,10.8712191631369,7.60338669119582,14.4672153507066
6.95397597,9.2754381,0.76154979,50,30,9.29814796473826,30,23,5,5.32124314295728,0.687312260757924,11.3237236419311,6.86412993254417,5.10260564030306,8.36735457463669,10.7453404893021,6.56810191423855,14.6367375572884
14.0191266,7.39136064,0.83709458,50,30,17.1610286449554,29,26,6,7.26356008181353,1.94143979592972,15.8587506505819,13.5933592485922,12.2744170777901,15.157315112469,7.12709915167729,5.61697004644237,8.94432107125943
4.52545683,3.6889828,0.728136788,50,30,5.12491359367617,9,22,12,11.7562851185473,2.95223625008268,22.8427428863785,4.81802982137257,4.20356173465835,5.56206053672741,3.19737081074484,2.47178605873244,4.06517576541599
3.32251706,9.53845627,0.717075567,50,30,4.14049170543905,12,22,3,3.61025013483085,0.394905929234424,9.4993414004337,2.91368778757348,1.68598889004508,3.73476232643548,9.43180994708574,4.84294953473446,13.1890732125205
4.98837856,9.89453824,0.686913572,50,30,3.32964897915103,24,21,17,18.0480878190843,5.90484761151131,35.6710634175514,5.54572616907087,3.85935556291962,7.43930004988776,8.87418139712184,5.30076017871285,13.5942990115881
3.74402994,5.9911224,0.420997967,50,30,1.31672065684336,9,13,16,20.1569253907497,6.31421980588041,53.4566897566022,3.92937605535934,2.83496704592462,5.13843940299472,7.3417104810014,4.60272576334766,10.3940764491488
8.91698816,2.29495825,0.465101513,50,30,7.95963630459214,14,14,26,31.0938583822579,13.1087719387525,63.1711215842968,8.90148170657156,8.42974961783114,9.35539921249391,1.685729674232,1.31335779597021,2.12305031030197
5.5760198,2.99188439,0.788406543,50,30,8.09886879123052,17,24,8,7.0610540877469,1.57168210528395,15.8696216273938,6.35124773438237,5.53099241530171,7.1101789203341,3.65946858696426,2.87992895757307,4.49448695850947
3.84975895,7.67919572,0.574207364,50,30,2.50138440256457,14,18,6,5.78397344113453,0.935775945324399,14.183689119495,2.86712087860986,1.64860726139471,3.92077147162082,7.58141251053113,3.6331774576082,11.7502803705352
8.32051192,5.27820339,0.518584294,50,30,7.08755694915039,28,16,11,14.059073688197,4.79101963299845,33.3462878127255,7.87539818431584,6.7185487144969,9.0095864685456,4.85120198105863,3.66422474885832,6.01963436226437
14.2531464,3.91785916,0.776547195,50,30,17.2888812473864,23,24,6,5.57993191587459,0.798874400246079,14.3609427177564,14.5153895525268,13.5980669052117,15.4968059358596,3.65644714669958,2.88205676669153,4.55110836287933
9.40667654,8.97748247,0.809188874,50,30,9.51347010984065,40,25,10,11.5801942946774,3.69909777995082,24.8724804961822,8.86728471665876,7.03056780405383,10.5403066734185,7.6590989835044,5.27070626381688,10.7769314583204
11.6859118,9.39890014,0.6769342,50,30,13.8837286367867,65,21,9,9.51042281983004,3.20868521686511,18.8738982855429,12.7985796405797,10.9624422798068,15.1831509741093,11.4715912134288,8.43994766186682,15.5564236146091
8.77780784,1.07834272,0.108106757,50,30,7.66547127265642,12,4,41,82.4441895802252,21.7095066712231,186.687718328195,8.89832055526763,8.67108990613298,9.13501241540113,0.805465652290464,0.611594701086953,1.04804077453126
14.1865132,3.49384979,0.429606544,50,30,12.6800652401313,26,13,19,22.937416766548,8.94809077286521,50.7191934145597,13.9705568454309,13.1095382765614,14.8773094234974,3.14537913324713,2.7061677869491,3.72820633676751
8.29496383,5.04198088,0.349902018,50,30,6.57912165600661,22,11,27,31.6870982005087,11.4748652489889,75.267464520775,10.0192023731245,8.83509816291736,11.2623552153196,5.1122518001561,3.91365538899969,6.32700793806943
13.7525932,8.00648165,0.944019232,50,30,35.3420103438431,41,29,1,0.665573143587795,0.0318024484891619,2.33423887358877,13.6776761219888,12.3152814305954,15.0631154506475,7.25020461396115,6.01892265630209,8.76552220899507
5.86509487,4.56472592,0.476110188,50,30,4.74900063977973,27,15,23,22.833128728375,8.22336672672968,50.7170477042418,6.96242950695039,5.70900460388438,8.21439176420043,5.25268678131488,3.75108929085097,6.61049831664409
5.9418013,1.67338784,0.942272257,50,30,9.39703309053511,10,29,1,0.610245947030455,0.0219930409924577,2.37822057590674,5.79589374529555,5.51497436219893,6.06651469295642,1.44318580721795,1.24021162101185,1.62963523600397
13.5912793,5.68448972,0.817608236,50,30,20.5363541207857,34,25,2,3.28530885618814,0.233989645638345,8.98043106826484,14.211196337206,12.8582637416407,15.5470085671121,5.88700240760156,4.42204063036782,7.23231532244365
13.2750128,9.32496176,0.41875326,50,30,9.89759741060232,40,13,18,22.0568824564793,9.14456436760438,47.586050669037,12.7357582595026,11.2854642147213,14.2097982230278,6.12861715990101,4.371911383609,7.89413489263698
9.34083454,5.6048442,0.872455655,50,30,18.637941404416,32,27,1,1.8461337710398,0.131837341602796,5.82902209239677,9.4851248337144,8.46761950669508,10.5357919440364,6.58259052254568,5.10770462264172,7.73120585314521
12.1959678,6.22576038,0.49539705,50,30,8.91460740205013,27,15,21,23.3057411804054,9.18896351629337,50.9775868591326,11.4120978039513,10.0735861685116,12.852922351923,5.84204214675149,4.6421233695203,6.96069364596985
14.3796801,7.03766358,0.21199438,50,30,8.58135302075988,32,7,30,39.4159239220671,10.0861724282906,171.289077745222,14.5320464717166,13.0287744427817,16.4621307432972,6.59553061976901,5.24035146499043,8.06769709493776
5.97011921,5.88680357,0.432830493,50,30,4.45674011138309,22,13,7,12.0688534906191,3.51096614677106,27.5781267856679,6.0497379658975,4.7142227899931,7.12293605243475,6.09124463564553,4.5116121644436,7.8395667895536
10.8430655,8.10688572,0.827801802,50,30,18.9539217526474,32,25,4,4.66953918911942,0.605053909028012,10.4834706954069,12.6497533507052,10.8744050464334,14.5497138830839,10.3977236007171,8.03043393900753,13.3043759352837
6.00622187,4.97344485,0.263738106,50,30,2.27721115324529,15,8,24,31.4321804090874,9.62954992270302,113.252775028821,6.23078129517405,5.16405225527113,7.35081518535534,6.02642910949423,4.51121214405692,7.82838265316976
3.86729308,6.57431153,0.722547658,50,30,2.96463789518781,12,22,8,9.85410524835906,2.8756069557532,19.3042241729904,3.27055943647099,2.40378686384792,4.0266986760863,4.70176314687003,2.86018261713782,6.18375025314756
11.9590295,9.06114565,0.0970818598,50,30,3.71554337492286,47,3,39,51.4625792136353,8.9239805859261,181.953110243321,13.8150894872912,10.8955779419002,15.9949298933531,10.809006558363,8.1844107440883,14.2088538183697
12.1879592,2.56877819,0.822757742,50,30,13.4621149786873,17,25,10,10.2083938233638,3.62684917485805,19.8637695646783,12.225284541204,11.5467900065414,12.9110447890973,2.78057176502727,2.44791949169143,3.23427827382441
5.8763284,3.94003851,0.110264395,50,30,1.89456755274656,11,4,31,98.5261049169319,16.8115497456766,192.563829834444,6.54751693898526,5.12917093168683,8.14599941867477,4.49647541195867,3.12357103686595,6.30139573735783
10.4739069,9.96992327,0.652208618,50,30,8.75164185927414,24,20,12,12.5117930682003,4.15637846256505,25.1712575875177,9.58243650979333,7.91798440981455,12.0541817724156,8.93940004178243,6.60145813931985,11.4346074197743
5.88157163,6.94239372,0.157362995,50,30,1.12716693324499,18,5,47,88.2999596297762,21.8726789254593,190.64433720138,7.10625870035601,5.57022434604631,8.89411109285981,8.22664100988265,5.08067679639629,11.5778623698957
3.57611457,4.82600717,0.556033537,50,30,1.37452415175434,8,17,58,58.4483324552983,22.862472073235,132.535670527526,4.81465639051876,3.50991535666688,5.80230492844404,6.33882173424196,4.00479800665691,8.70567453963073
5.77239505,4.90061131,0.269885323,50,30,2.75814272304721,21,9,22,32.0247723994504,8.61084183954126,108.866113098382,6.10406354733859,4.95804078304766,7.34958352150945,4.94015716243569,3.57785870632113,6.94315265238678
9.52543836,7.44695707,0.391742198,50,30,6.19650184934923,28,12,18,19.1119964766992,6.35786741378898,40.9412595899255,9.03175630414705,7.94272702541491,10.2671230678085,6.32950390811849,5.06716941156071,7.414980669092
6.58568232,2.38514423,0.241760475,50,30,4.66672692753849,12,8,18,24.9971738614882,7.47071964467784,56.0729339025647,5.99360375025462,5.49894273317354,6.52489507152077,1.8639175527162,1.52846799381637,2.24400887958319
4.90669477,8.70393318,0.158539973,50,30,1.01890113163779,17,5,22,56.83765103894,7.57329340370085,185.00158029059,7.14175148400111,4.65319390184924,9.48736827124703,10.3431448348476,5.17137174018261,21.931207596647
8.87828188,7.40234503,0.787720492,50,30,11.0981979777647,33,24,8,9.89757427790077,3.08537558519482,22.5003178095645,10.3653601634828,8.00383668181141,12.3821972864275,11.3162571086922,8.11377616639302,14.5146415436767
5.18841212,7.0437885,0.53084042,50,30,3.49466222963184,19,16,16,20.3098993021293,8.38082615603653,40.1650977178091,7.37937013344148,5.71496984645058,9.06655981245104,11.653882629562,7.74746865843948,16.5076173181049
10.1717352,8.46584232,0.472286869,50,30,7.05708712687262,32,15,7,14.0359048035518,4.47618461202006,33.9019547402167,9.48975293871166,7.47036591850009,11.4859750711962,9.06891700364845,6.62652199944296,11.8889014857939
4.35954646,4.03759656,0.915765021,50,30,8.38970230822587,12,28,2,2.73379329685415,0.127969766733122,7.16274891584262,4.2903237828511,3.64051485724236,5.11043294381868,3.71909501627693,2.76138465029994,5.14901232490798
7.68452888,1.13860961,0.772530162,50,30,8.52508488035641,12,24,3,4.62392297434756,0.391477382027317,9.83644921432985,7.4244793626008,7.2337235217093,7.66975909785072,1.10343805264833,0.984658076833265,1.25230609161525
12.7076493,8.88435605,0.180391975,50,30,6.70475504861256,30,6,32,38.2286850997909,9.53468932038708,166.517776746028,13.3004050472006,11.0971937645129,15.6123573160505,7.27141234376145,5.41473222666746,9.58547756278563
4.84846472,2.69052506,0.620937562,50,30,6.40159093681391,16,19,1,1.97908895842492,0.0993840935670742,6.88320131704263,4.13858579392759,3.75303486802632,4.57403030127673,1.93837662260791,1.53825164367173,2.38720439203704
6.36883383,8.1163503,0.558723305,50,30,5.50727497540541,22,17,17,15.474562243602,4.78031542884862,35.6526045404327,9.65154271743785,6.6380116612196,12.6021492773244,14.7849822377048,8.80105715246898,21.5094275830395
9.28480897,8.5461493,0.840357654,50,30,18.6196175648068,40,26,2,2.32744373383392,0.123431943374185,7.58937657463139,9.50388098264252,8.03345565627387,10.9555342028842,7.63646444338035,5.44161439032903,10.0944433015084
8.67036176,9.44296807,0.605572512,50,30,9.01389554089209,34,19,7,10.4219060131941,3.31476014629488,20.1131100242077,10.3748668277944,7.40377211502776,12.4829686481225,13.18000901199,7.92452854582751,17.663511347953
8.85800305,6.67529329,0.689878666,50,30,11.2039051293122,23,21,4,5.52921240017688,1.04161669336218,14.3586111548249,8.45102018181545,7.30862700703127,9.64131409147592,5.97747906757979,4.38973232249735,7.85571842723721
10.0943813,7.24921051,0.528675071,50,30,5.98606996552873,53,16,51,52.1721847510922,15.9878101419594,115.959566291963,10.7891130121039,9.1228899907229,12.4392931474088,6.9146500149691,5.34506119971336,9.42330673758547
8.7853511,5.97945996,0.846099002,50,30,11.7923610619868,25,26,3,4.46562662175728,0.583811760419993,10.807087753614,8.46290030171857,7.69218099880666,9.35594257650161,4.03059665902067,2.99506961487147,5.32497519964582
14.9016269,5.38344938,0.613570948,50,30,15.4912542859843,23,19,17,16.5366726918046,6.0438993445164,32.5851792995503,16.2505271828852,14.8254897737687,17.6784655848915,6.36918761047907,5.42338313859731,7.37529810279621
10.5959596,2.53295685,0.69822109,50,30,11.8748360516116,17,21,5,5.85112064794632,1.14957509564651,13.7706997251666,10.3390112748255,9.80876498284836,10.8991289940261,2.43324617478136,1.94832440823889,3.06097278861985
9.31553877,2.03413444,0.120841682,50,30,7.02352821551583,15,4,36,37.1196810162032,9.35700665497696,94.3652630554323,9.2221953276085,8.80403130189729,9.68068766611975,1.91816959583234,1.64271224586119,2.24480018701794
14.7457266,8.58264801,0.826389772,50,30,19.4739855499508,33,25,5,5.9849552961983,1.23769918430755,16.793015943187,14.604463747327,12.956775272076,16.2377551128767,7.97297765524067,6.5426357724256,9.60141823484078
13.1360913,5.745388,0.633270218,50,30,12.0282134596343,28,19,17,23.7926187987808,9.17842083398908,48.81592215417,13.5459403126607,12.246435581299,14.8822086491823,4.93156554022931,3.94725308496827,5.85446821552546
14.2919902,7.36037575,0.509787685,50,30,15.2609270275574,51,16,8,9.26012095375092,2.05560307499464,20.9479907061851,14.3047873431418,12.7228482202551,15.8833201445287,6.84844858421834,5.33337631328144,8.43715808943874
13.3383611,9.75984406,0.457441609,50,30,9.14902847554212,43,14,14,17.6927980491944,6.36977918120972,33.3084882823738,11.9503377760309,10.266885498697,13.6644422947346,8.1084051960381,6.24060185584577,9.99716074555631
13.345967,3.7790499,0.359100155,50,30,11.2961670186644,22,11,21,25.6739286495996,9.1870283055859,67.4525991506513,13.2489038608141,12.2428606982758,14.2629300504348,3.35987522320145,2.53703987808514,4.20099810145151
11.9738927,5.39957616,0.16086823,50,30,6.387835446017,35,5,43,111.464509733205,29.2238605430327,195.221494075961,12.3914696868929,11.2820472573966,13.4778993772522,4.5631440242716,3.51961947597381,5.65628459181275
3.23310538,5.46843387,0.67022857,50,30,3.7695743006577,58,21,4,5.1062696561409,1.1259109404829,11.9366324536301,2.8915164927027,2.10619015097549,3.73775278768697,4.27178236261549,2.61403518558285,6.24206036788441
7.45957845,8.13444946,0.795216245,50,30,14.3626190838516,34,24,2,2.43955536522152,0.195715706207394,6.29029198185766,7.14985445936982,5.96364652189775,8.36685696848419,7.56717348587002,5.54478547738055,10.2227776059794
13.8550991,4.65379946,0.691575442,50,30,14.4584590708036,20,21,12,13.0264718686185,4.79965827957045,26.0829261393973,13.8333177179461,12.8321109003996,14.7203054408061,4.24697203027236,3.44782406373157,5.16057251982141
7.11814707,7.11515592,0.205143567,50,30,2.72398884380007,24,7,13,22.4711232751936,5.95104070575597,117.06725163087,7.15982420781579,5.22980283836733,9.14158494660063,7.8202073408818,5.23434222946323,10.7886813206709
