 1.28229961e+01, 3.12185621e+00, 2.26860323e-01
 1.48764901e+01, 3.22127261e+00, 2.90643114e-01
 4.51277259e+00, 9.55159757e+00, 3.19939381e-01
 1.09856404e+01, 6.81565915e+00, 9.07717261e-01
 1.02890706e+01, 9.26118162e+00, 8.21959451e-01
 4.33259326e+00, 2.79348448e+00, 3.10068925e-01
 1.16210911e+01, 7.43749492e+00, 9.45946586e-01
 1.24798314e+01, 2.86910242e+00, 1.85901841e-01
 4.02093701e+00, 8.37774581e+00, 8.58028783e-01
 1.39006644e+01, 5.21168593e+00, 7.29520020e-01
 1.46518247e+01, 4.49014734e+00, 6.24906244e-01
 1.42572628e+01, 1.13175832e+00, 8.40702678e-02
 1.37362826e+01, 9.67445533e+00, 4.50156478e-01
 7.82618255e+00, 4.33515839e+00, 3.93830448e-01
 4.77325343e+00, 7.65452060e+00, 8.81601750e-01
 1.16910423e+01, 9.62061510e+00, 3.48657630e-01
 6.34426548e+00, 8.30491976e+00, 2.61627587e-01
 6.20512225e+00, 1.30735592e+00, 3.95317151e-01
 1.12643297e+01, 4.66662675e+00, 1.35724853e-01
 5.07184922e+00, 5.43510143e+00, 8.20255839e-01
 1.25739598e+01, 9.95276684e+00, 9.00714706e-01
 3.54852857e+00, 4.39833135e+00, 2.37135346e-01
 1.35222477e+01, 6.91415426e+00, 3.62353117e-01
 3.69273804e+00, 8.55613026e+00, 8.75327184e-01
 1.37452913e+01, 2.18843408e+00, 1.37903123e-01
 9.70266377e+00, 6.46142858e+00, 2.83249041e-01
 6.76215317e+00, 5.17391593e+00, 4.06692730e-01
 4.62485411e+00, 4.70615981e+00, 2.43629460e-01
 6.47519436e+00, 9.42484589e+00, 3.21216385e-01
 1.02382339e+01, 8.70865062e+00, 6.75046959e-01
 5.21711412e+00, 1.46990070e+00, 6.90152479e-01
 4.38012934e+00, 2.36094126e+00, 3.55399265e-01
 6.96734191e+00, 9.74709678e+00, 7.93816776e-01
 5.59239025e+00, 4.32122382e+00, 6.72842240e-01
 3.11791127e+00, 1.51091837e+00, 2.55671866e-01
 4.58783888e+00, 7.53478698e+00, 3.37133363e-01
 6.62342234e+00, 1.33640943e+00, 1.64808124e-01
 5.70905673e+00, 7.52282753e+00, 6.54760968e-01
 1.07212828e+01, 1.37319395e+00, 8.81274729e-01
 1.47750734e+01, 3.09822428e+00, 6.09110735e-01
 9.97941666e+00, 7.02034619e+00, 8.44136206e-01
 3.85992910e+00, 4.11838816e+00, 4.99731831e-01
 1.45402431e+01, 6.58183154e+00, 7.12660728e-01
 8.19121902e+00, 3.97657368e+00, 4.67717877e-01
 7.50514749e+00, 7.20110782e+00, 9.24966737e-01
 1.11090203e+01, 1.05535815e+00, 5.21284378e-01
 1.14520524e+01, 9.70162222e+00, 6.03941871e-01
 8.46117136e+00, 6.86980625e+00, 6.02834499e-01
 9.53522983e+00, 7.09937185e+00, 7.83090177e-01
 1.37890231e+01, 8.04650969e+00, 6.25313465e-01
 6.91561610e+00, 2.10010116e+00, 3.11240481e-01
 1.19447320e+01, 2.66823458e+00, 3.12388510e-01
 4.79869586e+00, 9.39030783e+00, 4.58346615e-01
 1.15278066e+01, 8.02411781e+00, 6.16519186e-01
 7.97731763e+00, 6.19326894e+00, 2.50102754e-01
 1.06960788e+01, 8.21619265e+00, 4.22486564e-01
 7.92923863e+00, 8.26645318e+00, 8.84341294e-01
 3.01952006e+00, 3.28360783e+00, 7.91619628e-01
 1.23312575e+01, 2.55504127e+00, 2.03698634e-01
 8.28597685e+00, 7.49812718e+00, 2.35985005e-01
 8.07962277e+00, 2.63610279e+00, 5.68298923e-01
 1.41695150e+01, 1.41913098e+00, 4.38018217e-01
 1.22595782e+01, 9.84653583e+00, 6.43759703e-01
 6.95397597e+00, 9.27543810e+00, 7.61549790e-01
 1.40191266e+01, 7.39136064e+00, 8.37094580e-01
 4.52545683e+00, 3.68898280e+00, 7.28136788e-01
 3.32251706e+00, 9.53845627e+00, 7.17075567e-01
 4.98837856e+00, 9.89453824e+00, 6.86913572e-01
 3.74402994e+00, 5.99112240e+00, 4.20997967e-01
 8.91698816e+00, 2.29495825e+00, 4.65101513e-01
 5.57601980e+00, 2.99188439e+00, 7.88406543e-01
 3.84975895e+00, 7.67919572e+00, 5.74207364e-01
 8.32051192e+00, 5.27820339e+00, 5.18584294e-01
 1.42531464e+01, 3.91785916e+00, 7.76547195e-01
 9.40667654e+00, 8.97748247e+00, 8.09188874e-01
 1.16859118e+01, 9.39890014e+00, 6.76934200e-01
 8.77780784e+00, 1.07834272e+00, 1.08106757e-01
 1.41865132e+01, 3.49384979e+00, 4.29606544e-01
 8.29496383e+00, 5.04198088e+00, 3.49902018e-01
 1.37525932e+01, 8.00648165e+00, 9.44019232e-01
 5.86509487e+00, 4.56472592e+00, 4.76110188e-01
 5.94180130e+00, 1.67338784e+00, 9.42272257e-01
 1.35912793e+01, 5.68448972e+00, 8.17608236e-01
 1.32750128e+01, 9.32496176e+00, 4.18753260e-01
 9.34083454e+00, 5.60484420e+00, 8.72455655e-01
 1.21959678e+01, 6.22576038e+00, 4.95397050e-01
 1.43796801e+01, 7.03766358e+00, 2.11994380e-01
 5.97011921e+00, 5.88680357e+00, 4.32830493e-01
 1.08430655e+01, 8.10688572e+00, 8.27801802e-01
 6.00622187e+00, 4.97344485e+00, 2.63738106e-01
 3.86729308e+00, 6.57431153e+00, 7.22547658e-01
 1.19590295e+01, 9.06114565e+00, 9.70818598e-02
 1.21879592e+01, 2.56877819e+00, 8.22757742e-01
 5.87632840e+00, 3.94003851e+00, 1.10264395e-01
 1.04739069e+01, 9.96992327e+00, 6.52208618e-01
 5.88157163e+00, 6.94239372e+00, 1.57362995e-01
 3.57611457e+00, 4.82600717e+00, 5.56033537e-01
